,GSM461176_untreated_single,GSM461177_untreated_paired,GSM461178_untreated_paired,GSM461179_treated_single,GSM461180_treated_paired,GSM461181_treated_paired,GSM461182_untreated_single
FBgn0005778,4,0,0,0,0,0,1
FBgn0034683,9,9,9,11,0,2,3
FBgn0034684,88,66,58,94,38,74,49
FBgn0265192,491,375,363,505,400,544,319
FBgn0265184,79,44,69,60,44,53,59
FBgn0034687,20,14,10,24,11,13,13
FBgn0034688,648,386,481,480,384,380,415
FBgn0034689,686,401,469,671,428,542,430
FBgn0067102,2005,1285,1374,1551,1267,1706,1289
FBgn0034691,4267,3087,2778,3268,2859,3739,2626
FBgn0034692,6,1,2,3,0,0,3
FBgn0263250,6,0,0,4,1,0,0
FBgn0265046,0,0,0,1,0,0,0
FBgn0034693,8,10,9,14,3,7,4
FBgn0034694,946,594,742,601,409,510,514
FBgn0243516,3196,2015,1616,2496,1816,2152,1919
FBgn0050280,9,2,3,18,3,11,7
FBgn0050281,20,8,10,38,32,8,12
FBgn0002715,306,170,180,376,266,264,195
FBgn0034697,2173,1476,1448,1743,1522,1759,1455
FBgn0029147,1319,970,1077,1996,1742,2028,1219
FBgn0085234,9,2,4,5,6,3,5
FBgn0000008,176,153,114,169,148,140,100
FBgn0034700,1,2,1,5,2,0,1
FBgn0029084,11,1,4,8,4,0,3
FBgn0085235,5,3,0,7,2,0,3
FBgn0034703,383,215,246,396,180,253,249
FBgn0034704,165,109,130,155,143,134,108
FBgn0266644,0,0,0,0,0,0,0
FBgn0034705,239,184,235,322,238,230,216
FBgn0034706,45,39,31,37,33,26,21
FBgn0034707,697,516,562,724,552,802,449
FBgn0034708,3365,2553,2525,3585,2751,3245,2430
FBgn0034709,2339,1630,1775,1455,1466,1658,904
FBgn0086027,15,0,0,7,0,0,0
FBgn0266925,0,0,0,3,2,1,1
FBgn0034710,1,2,2,1,3,0,0
FBgn0034711,7,0,0,8,2,0,0
FBgn0034712,3,0,4,5,2,0,0
FBgn0034713,0,0,0,4,2,0,0
FBgn0025186,876,557,507,716,559,703,465
FBgn0050278,0,0,0,1,0,0,0
FBgn0050277,2,1,0,1,1,0,0
FBgn0034715,0,0,0,0,0,0,0
FBgn0034716,2,3,2,4,3,0,1
FBgn0265976,0,0,0,0,0,0,0
FBgn0020307,23,18,7,10,10,4,9
FBgn0263341,0,0,0,2,0,0,0
FBgn0034717,7,0,0,17,0,0,0
FBgn0034718,638,396,464,1309,1011,1279,183
FBgn0265979,3,0,0,6,2,4,0
FBgn0013272,31449,19414,19852,21190,14810,17638,19977
FBgn0265977,18,12,7,15,8,7,6
FBgn0085236,9,2,3,2,0,4,3
FBgn0017482,196,139,141,185,120,165,134
FBgn0016053,3,0,0,0,1,0,0
FBgn0085237,0,0,0,1,0,0,0
FBgn0034720,6,1,5,7,11,5,7
FBgn0034721,0,0,0,0,0,0,0
FBgn0265980,1,0,1,2,2,0,0
FBgn0034722,1969,1164,1306,1805,1118,1332,1057
FBgn0266866,1,0,0,0,0,0,0
FBgn0025878,4,6,2,4,2,3,0
FBgn0034723,11,6,4,13,3,4,7
FBgn0265978,0,0,0,0,0,0,0
FBgn0034724,37,24,15,32,16,22,19
FBgn0265981,0,1,0,0,0,0,0
FBgn0034725,4,5,1,7,3,0,1
FBgn0053200,3,0,0,6,0,4,2
FBgn0022984,1144,617,637,967,755,754,578
FBgn0034726,607,196,208,368,170,239,226
FBgn0022986,875,505,382,720,449,571,432
FBgn0022985,1782,1168,1119,1838,1462,1673,1207
FBgn0266645,0,0,0,0,0,0,0
FBgn0034727,846,578,683,755,688,816,603
FBgn0034728,4134,2590,2313,3864,2175,2634,2065
FBgn0034729,132,63,82,147,78,90,78
FBgn0034730,4,11,8,10,7,2,5
FBgn0034731,2,1,1,9,2,1,1
FBgn0266432,6,0,0,5,1,2,1
FBgn0266433,2,0,0,4,1,0,1
FBgn0034733,77,51,51,89,55,94,27
FBgn0034734,2410,1491,1421,2005,1495,1594,1804
FBgn0034735,1247,823,900,955,785,1053,733
FBgn0003175,4510,3098,2442,3177,2643,3249,2166
FBgn0034736,734,543,463,50,53,54,379
FBgn0034737,3,0,0,3,0,1,3
FBgn0260866,137,96,95,83,72,76,64
FBgn0034739,3,3,0,0,0,1,0
FBgn0266867,0,0,0,0,0,1,0
FBgn0034741,55,39,37,52,56,76,50
FBgn0034742,1727,1110,960,1485,870,1144,828
FBgn0034743,32732,22500,30216,37733,26079,29984,26896
FBgn0086028,1,0,0,2,1,0,0
FBgn0083005,7,0,3,13,4,1,4
FBgn0083004,6,0,2,8,3,2,1
FBgn0083003,7,3,3,4,4,1,4
FBgn0082925,6,2,4,4,3,0,5
FBgn0034744,1863,1221,1459,1421,1193,1583,1105
FBgn0034745,98,74,54,79,53,58,58
FBgn0053143,13,6,11,12,5,6,2
FBgn0034748,642,398,492,576,452,586,375
FBgn0019949,630,376,463,580,451,587,351
FBgn0026261,726,360,432,730,448,553,463
FBgn0034750,1187,814,900,1182,1063,1340,726
FBgn0261596,45463,25517,31499,17278,13984,17624,22663
FBgn0040091,2690,1772,2239,957,717,816,1988
FBgn0034753,11721,9298,10955,13886,13182,16800,7912
FBgn0050195,3,0,0,1,0,0,0
FBgn0085475,0,0,2,0,0,2,0
FBgn0085474,2,0,0,7,8,3,0
FBgn0034755,0,2,1,4,0,2,2
FBgn0034740,2,0,0,5,0,2,1
FBgn0034756,46,40,37,42,38,44,16
FBgn0050196,21,11,11,21,6,29,4
FBgn0263030,3,1,4,5,0,0,2
FBgn0263031,0,0,0,0,0,0,0
FBgn0266806,0,0,0,1,0,0,0
FBgn0260767,0,0,0,0,0,0,0
FBgn0034759,0,0,0,0,0,0,0
FBgn0034758,0,0,0,0,0,0,0
FBgn0260768,295,153,173,366,257,309,166
FBgn0034761,2972,1418,1843,2475,1773,2264,1571
FBgn0262141,7,8,9,26,6,5,18
FBgn0266807,6,1,1,2,0,0,2
FBgn0262142,0,0,3,2,3,0,5
FBgn0050269,0,0,0,0,0,0,0
FBgn0050273,0,0,0,0,0,0,0
FBgn0040658,50,18,17,35,7,22,25
FBgn0034763,1046,550,563,817,540,684,547
FBgn0265982,22,2,2,7,2,0,1
FBgn0020257,2638,1826,1586,1674,1062,1267,1534
FBgn0265983,0,0,0,0,0,0,0
FBgn0265984,0,0,0,4,2,0,0
FBgn0265985,6,0,8,6,0,0,4
FBgn0005631,3715,2454,2023,3820,2563,2866,2140
FBgn0050259,1,0,3,3,2,4,0
FBgn0034766,3,0,0,4,1,0,0
FBgn0034768,0,0,2,1,0,0,0
FBgn0034769,3,0,0,2,0,0,0
FBgn0034770,1,0,2,1,2,0,0
FBgn0263992,0,0,0,0,0,0,0
FBgn0050275,2,0,1,1,0,0,0
FBgn0050268,3,0,1,5,1,4,0
FBgn0028371,17,0,7,9,7,7,3
FBgn0259145,26,0,6,74,2,11,0
FBgn0034774,3,0,0,0,1,0,0
FBgn0050267,1,0,0,2,1,0,0
FBgn0034776,9,0,1,5,0,0,0
FBgn0061435,1,0,0,0,0,0,0
FBgn0011211,17010,16406,17245,16212,17620,20799,16300
FBgn0000405,3644,2476,2248,5088,3953,4385,2732
FBgn0086408,11,6,10,13,10,14,10
FBgn0050271,1,1,2,3,6,2,1
FBgn0259179,2,0,1,0,0,0,0
FBgn0050274,0,0,0,0,2,0,0
FBgn0050272,3,0,2,3,1,0,0
FBgn0050265,1,0,0,3,0,0,0
FBgn0034782,0,0,0,0,0,0,0
FBgn0034783,0,1,2,0,0,0,0
FBgn0034784,3,0,4,1,3,2,0
FBgn0034785,10,4,3,3,1,3,0
FBgn0034786,1159,831,849,1093,726,833,858
FBgn0010078,61964,35351,42630,46523,37550,48498,27436
FBgn0001263,90,48,58,64,59,54,45
FBgn0004896,10,8,7,15,2,4,6
FBgn0034788,3,0,6,3,0,0,1
FBgn0267025,2,0,0,0,0,1,0
FBgn0034789,30,2,8,44,13,5,6
FBgn0034791,1058,520,528,845,610,709,486
FBgn0034792,3384,2461,2592,3303,2924,3455,2270
FBgn0034793,738,506,645,1095,805,1185,549
FBgn0034794,260,118,192,266,184,260,170
FBgn0034795,1620,1184,1012,1589,1097,1247,1289
FBgn0034796,631,435,427,554,450,587,374
FBgn0034797,232,116,90,192,150,198,70
FBgn0050187,2319,1496,1406,2634,1408,1680,1413
FBgn0010660,4833,2805,2612,4374,3052,3360,2693
FBgn0261564,2341,1583,1626,2108,1436,1985,1353
FBgn0034800,201,112,136,130,90,151,95
FBgn0034802,16893,8079,8105,14043,9412,11487,6383
FBgn0034803,562,322,380,423,309,379,297
FBgn0034804,81,60,76,37,21,37,97
FBgn0261584,472,283,292,120,87,77,468
FBgn0052835,1,1,1,1,0,0,1
FBgn0266007,0,0,0,1,0,0,0
FBgn0052834,0,0,2,2,0,2,0
FBgn0052833,0,0,2,1,1,2,1
FBgn0263551,0,0,0,0,0,0,0
FBgn0003900,6,1,1,2,0,1,1
FBgn0261706,0,0,0,0,0,0,1
FBgn0034807,0,0,0,0,0,0,0
FBgn0034808,13,8,4,7,0,2,7
FBgn0261705,4,0,1,6,0,4,0
FBgn0265187,15,6,5,15,3,16,1
FBgn0265188,0,0,0,0,3,0,0
FBgn0010622,370,269,288,392,360,446,253
FBgn0034814,449,329,376,406,362,452,339
FBgn0261363,950,851,891,839,855,1069,842
FBgn0021979,3040,2130,2443,2655,2317,2964,1820
FBgn0050201,0,0,0,0,0,0,0
FBgn0050202,0,0,0,0,0,0,0
FBgn0003062,3340,3456,3083,2939,3768,4219,2804
FBgn0065073,2,0,3,6,1,1,3
FBgn0034816,68,52,48,77,94,114,56
FBgn0034817,923,764,782,797,759,956,591
FBgn0263707,0,0,0,0,0,0,0
FBgn0045483,1,0,1,2,0,0,0
FBgn0045482,3,0,0,0,0,0,0
FBgn0034819,2,0,0,0,0,0,0
FBgn0034820,0,0,0,0,0,0,0
FBgn0034821,0,0,2,1,0,2,0
FBgn0034822,2,2,4,3,0,2,0
FBgn0261614,0,0,0,0,0,0,0
FBgn0041235,0,0,0,0,0,0,0
FBgn0041236,2,0,0,2,0,0,0
FBgn0266008,1,0,1,1,0,2,1
FBgn0266009,0,2,2,0,0,0,0
FBgn0034824,1,0,1,2,0,0,0
FBgn0265648,1,0,0,0,0,0,0
FBgn0265649,1,0,0,0,1,0,0
FBgn0034825,0,0,0,0,0,0,0
FBgn0050192,0,0,0,0,0,0,0
FBgn0034826,1,0,0,1,1,0,2
FBgn0034827,1,0,0,3,0,0,0
FBgn0262843,1,0,0,1,0,2,0
FBgn0034829,0,0,3,7,1,0,0
FBgn0034828,2,0,0,3,0,0,0
FBgn0085400,9,6,6,20,21,18,2
FBgn0034833,0,0,0,1,0,0,0
FBgn0034834,3,0,0,1,0,2,0
FBgn0034835,0,0,1,1,0,0,0
FBgn0040063,0,0,0,1,0,0,0
FBgn0034837,12,0,2,12,0,6,2
FBgn0034838,0,0,2,1,0,0,0
FBgn0034839,1,0,0,2,0,0,0
FBgn0003009,4,0,4,2,0,2,0
FBgn0034840,3,1,1,2,1,0,1
FBgn0034841,1,0,0,1,1,0,0
FBgn0266010,0,0,0,0,0,0,0
FBgn0034842,3,0,0,1,1,0,0
FBgn0263084,2,2,2,2,0,0,0
FBgn0050412,1,0,0,1,0,0,0
FBgn0050416,1,0,0,4,1,0,0
FBgn0034844,6,0,0,5,0,0,0
FBgn0050417,0,0,1,1,2,0,0
FBgn0050413,10,4,4,10,11,3,10
FBgn0046253,6,0,6,7,1,2,6
FBgn0034846,1,0,1,2,0,0,1
FBgn0085239,1,0,4,0,1,1,0
FBgn0050409,7,0,6,7,9,6,3
FBgn0050410,1205,1044,1275,1278,1587,1757,919
FBgn0034849,362,396,414,531,472,690,409
FBgn0034850,12,9,15,7,14,5,4
FBgn0265053,14,1,0,5,1,2,1
FBgn0085452,99,32,36,123,34,49,27
FBgn0085453,259,239,186,277,281,355,175
FBgn0003977,3191,2751,2458,2766,2645,3214,2069
FBgn0034853,1447,944,906,1187,819,1028,897
FBgn0034854,4772,3234,2977,4195,3080,3863,2578
FBgn0040660,3142,1663,1975,2226,1477,1721,1651
FBgn0041712,173,129,135,145,151,136,155
FBgn0034856,93,76,65,97,54,100,84
FBgn0266011,28,32,16,19,14,6,24
FBgn0050414,115,53,78,138,125,121,61
FBgn0250838,3577,1676,2019,3126,2022,2408,1989
FBgn0034858,2525,1893,1874,2158,2258,2774,1509
FBgn0028497,2966,1999,2042,2387,2004,2496,1755
FBgn0034859,920,647,679,1040,935,1003,744
FBgn0034860,0,2,0,0,0,0,0
FBgn0050411,0,0,1,0,1,1,0
FBgn0034861,5,2,5,3,1,3,1
FBgn0026384,0,1,0,1,0,0,0
FBgn0264339,13,12,7,10,12,8,1
FBgn0034863,0,0,0,2,0,0,0
FBgn0034865,1,0,0,2,0,0,0
FBgn0034866,0,0,0,1,0,1,0
FBgn0034867,1,0,0,0,0,2,0
FBgn0264336,0,1,0,0,0,0,0
FBgn0264337,0,0,0,0,0,0,0
FBgn0034869,1,0,0,0,0,0,0
FBgn0034870,8,0,2,1,0,2,3
FBgn0264338,0,0,0,0,0,0,0
FBgn0034871,1,0,0,0,1,0,0
FBgn0015372,736,498,476,599,529,635,448
FBgn0261786,1256,785,774,985,786,931,697
FBgn0000241,19,6,17,16,18,5,4
FBgn0050181,6,9,9,7,5,9,3
FBgn0041233,1,2,3,6,5,2,2
FBgn0041234,4,4,2,9,6,5,6
FBgn0050185,764,454,516,972,736,872,479
FBgn0034876,1379,841,893,1102,1062,1148,696
FBgn0034877,2354,1708,1727,2750,2100,2436,1616
FBgn0034878,2386,1885,1807,2128,1823,2383,1466
FBgn0010501,371,265,215,410,328,380,215
FBgn0034879,1036,644,722,862,803,1034,595
FBgn0034880,40,14,20,54,39,52,24
FBgn0015277,1281,1045,1137,978,1084,1245,883
FBgn0050184,54,46,59,79,69,112,71
FBgn0015903,1450,858,772,955,616,823,1031
FBgn0260762,0,0,0,0,0,0,0
FBgn0260761,0,1,0,0,0,0,0
FBgn0067903,0,0,0,0,0,0,0
FBgn0260455,0,0,0,0,0,0,0
FBgn0262845,0,0,0,0,0,0,1
FBgn0034882,0,0,0,2,0,0,0
FBgn0034883,3,0,9,5,2,4,3
FBgn0034884,0,0,1,3,2,0,0
FBgn0034885,130,143,103,417,362,477,105
FBgn0004795,13,6,5,13,9,6,3
FBgn0266646,0,0,1,2,0,0,0
FBgn0266377,14146,9850,8546,8922,7600,9095,8002
FBgn0034887,59,57,54,65,60,72,46
FBgn0265052,10,2,10,25,6,18,6
FBgn0011296,1,2,2,1,3,4,0
FBgn0262728,7,5,4,6,2,2,0
FBgn0050183,647,463,409,618,475,591,406
FBgn0016762,480,283,371,441,320,488,286
FBgn0034893,437,228,267,321,256,310,253
FBgn0034894,1238,822,688,862,540,734,848
FBgn0013548,1530,1302,1127,961,937,1174,1029
FBgn0011297,819,661,764,857,695,963,589
FBgn0002174,1855,1572,1470,1540,1573,1914,1215
FBgn0266865,1,0,3,3,1,0,2
FBgn0034897,2852,1894,1803,692,472,512,1217
FBgn0034898,25,16,9,3,2,3,6
FBgn0266864,4,0,7,1,1,0,0
FBgn0263543,0,0,0,0,0,0,0
FBgn0000562,3014,2087,1776,2366,1970,2215,1712
FBgn0034899,1,0,1,2,0,0,0
FBgn0083941,0,0,0,0,0,0,0
FBgn0034900,0,0,0,0,0,0,0
FBgn0034901,0,0,1,0,0,0,0
FBgn0034902,583,422,460,807,465,563,454
FBgn0034903,60,2,10,19,7,2,2
FBgn0034904,3,0,1,1,3,2,0
FBgn0050177,13,0,0,6,1,0,0
FBgn0034906,20,10,8,25,13,6,9
FBgn0034907,6,9,3,9,7,9,9
FBgn0010278,7639,5062,5252,7019,5592,7269,3945
FBgn0034908,860,581,692,712,642,746,519
FBgn0028411,988,390,554,967,592,812,543
FBgn0034909,19,14,8,13,9,8,11
FBgn0266042,61,41,32,57,38,46,32
FBgn0034911,18,6,13,24,22,20,2
FBgn0034910,0,0,0,0,0,0,0
FBgn0086659,26,0,0,29,2,0,1
FBgn0266040,0,0,0,0,0,0,0
FBgn0003401,398,236,309,440,343,432,228
FBgn0034913,1131,720,839,1035,819,1015,655
FBgn0034914,5850,3708,3709,5870,4783,6200,3043
FBgn0021895,3947,2126,2001,3933,2204,2489,2313
FBgn0034915,1875,1442,1397,1515,1512,1907,1059
FBgn0267590,23,12,6,24,10,12,8
FBgn0024234,2578,2640,2549,2829,3355,4017,2320
FBgn0004581,41,14,14,19,26,35,22
FBgn0034918,446,248,229,398,261,357,273
FBgn0025790,1649,1210,1366,1437,1304,1463,1186
FBgn0025335,1586,1403,1495,1245,1514,1672,1442
FBgn0034919,362,157,236,248,249,252,266
FBgn0025352,4626,3496,3720,3212,2978,4094,2703
FBgn0011236,4347,3169,2796,2993,2248,3144,2100
FBgn0020372,95,59,53,75,45,54,40
FBgn0025336,1143,690,631,909,725,896,655
FBgn0025334,1,0,0,2,3,0,0
FBgn0034920,2,2,0,0,3,0,0
FBgn0034921,738,546,527,596,518,729,488
FBgn0262619,1539,913,938,1207,875,1120,979
FBgn0034923,838,475,503,726,547,773,433
FBgn0034924,27,6,23,31,14,26,25
FBgn0034925,603,372,493,496,446,580,425
FBgn0263667,1222,920,838,1197,980,1125,691
FBgn0034928,27,19,16,25,20,12,17
FBgn0015268,508,309,517,702,415,471,60
FBgn0267588,5,3,5,3,4,0,2
FBgn0261794,8612,5852,5773,6555,5163,6555,4863
FBgn0266041,7,10,7,3,6,7,6
FBgn0263006,15805,10939,10477,12770,10456,12247,11589
FBgn0034931,0,0,0,0,0,0,0
FBgn0034933,625,318,341,486,241,383,401
FBgn0023477,2486,2015,2157,3464,3055,3821,1907
FBgn0001123,2590,1100,1036,2253,1005,1341,1077
FBgn0034935,15,6,12,21,20,22,10
FBgn0034936,1337,925,1089,1311,1123,1480,852
FBgn0034937,40,23,34,44,42,42,36
FBgn0034938,390,244,279,442,337,448,267
FBgn0034939,1073,628,683,892,732,919,661
FBgn0034940,453,284,336,451,385,474,266
FBgn0029105,17,1,4,23,6,1,1
FBgn0034942,1,0,2,1,1,0,0
FBgn0034943,2,4,1,4,2,1,1
FBgn0020764,1648,1154,1255,1059,988,1298,1083
FBgn0085242,112,32,58,124,46,45,37
FBgn0003008,303,137,186,281,195,238,185
FBgn0034945,326,154,201,362,184,203,188
FBgn0034946,1484,835,835,1150,972,1329,741
FBgn0002791,730,433,453,903,564,625,520
FBgn0034948,2022,1389,1624,2231,1600,1964,1589
FBgn0005612,1712,1006,930,1415,1039,1353,795
FBgn0019948,5226,2942,3179,3921,2893,3582,2705
FBgn0050178,17,12,4,13,2,16,9
FBgn0034950,147,99,91,217,167,207,60
FBgn0034951,735,377,387,572,347,422,410
FBgn0262435,0,0,0,0,0,0,0
FBgn0053519,424,314,268,426,413,395,206
FBgn0034956,61,49,61,81,55,85,56
FBgn0034957,7,2,9,4,2,3,0
FBgn0034958,2028,1145,1018,1939,1080,1318,1241
FBgn0034959,654,407,372,610,451,616,398
FBgn0266889,16,13,5,42,15,23,10
FBgn0022708,2,0,6,15,5,0,17
FBgn0011695,30,16,8,20,15,11,12
FBgn0061198,797,204,291,629,241,295,312
FBgn0034961,472,279,265,403,288,334,239
FBgn0050172,4,0,0,1,2,4,2
FBgn0013764,1866,1479,1457,1418,1405,1815,1090
FBgn0034962,1415,788,815,1390,920,1164,843
FBgn0034963,316,127,168,291,196,270,239
FBgn0034964,4091,2775,2693,3269,2706,3035,2793
FBgn0011726,20722,9211,10581,23957,11152,13522,12127
FBgn0028552,437,284,333,600,289,389,362
FBgn0003353,258,151,132,271,199,211,151
FBgn0034965,168,88,63,191,106,93,113
FBgn0034966,97,74,69,124,93,80,87
FBgn0034967,27423,11013,14824,24627,12803,15716,15860
FBgn0266049,5,0,3,11,2,4,6
FBgn0034968,54522,32033,39340,40636,31930,42208,27102
FBgn0023170,16189,6972,14151,24763,13046,14072,16946
FBgn0025806,1179,451,513,1083,488,632,610
FBgn0034970,2841,1793,1758,1870,1501,1773,1565
FBgn0034971,3786,2397,2681,3391,2524,3150,2319
FBgn0259209,75,46,55,77,47,71,39
FBgn0034972,4,10,2,5,0,1,1
FBgn0034973,1,0,1,1,2,0,0
FBgn0034974,12,2,4,9,4,5,3
FBgn0086129,2542,1482,1268,2036,1322,1622,1123
FBgn0023081,3069,1938,1998,2985,2103,2442,1785
FBgn0034975,4513,2870,2395,3667,2727,2881,2514
FBgn0034976,1085,697,548,992,573,717,581
FBgn0041706,3,0,4,3,2,2,0
FBgn0034978,2,0,3,6,3,2,0
FBgn0264297,0,0,0,0,0,0,0
FBgn0264299,0,0,0,0,0,0,0
FBgn0264298,0,0,0,0,0,0,0
FBgn0041582,1631,1244,1037,1524,1205,1400,995
FBgn0021875,669,352,386,585,443,566,285
FBgn0034982,1256,971,1080,1219,1064,1304,816
FBgn0266073,2,0,0,5,1,4,1
FBgn0019643,40,17,23,51,19,34,12
FBgn0260775,0,0,0,0,0,0,0
FBgn0260770,0,0,0,0,0,0,0
FBgn0015544,807,451,420,691,492,682,427
FBgn0034985,601,478,490,405,440,477,364
FBgn0034986,590,397,414,571,444,520,404
FBgn0259937,6710,4623,4944,6514,5177,6489,4755
FBgn0026169,8,4,2,3,9,3,1
FBgn0082935,0,0,0,0,0,0,0
FBgn0082934,0,0,0,0,0,0,0
FBgn0082933,0,0,0,0,0,0,0
FBgn0082932,0,0,0,0,0,0,0
FBgn0261973,0,0,0,0,0,0,0
FBgn0261974,0,0,0,0,0,0,0
FBgn0266083,2730,1911,1656,2355,1795,2084,1626
FBgn0034988,438,278,298,357,334,458,258
FBgn0034989,2971,2084,2017,2562,2021,2384,1703
FBgn0034990,3,0,1,2,3,0,1
FBgn0050419,5,0,4,8,0,4,1
FBgn0266074,1,0,0,2,0,0,0
FBgn0050418,7,14,5,5,15,8,7
FBgn0034994,1,0,5,2,4,1,1
FBgn0086029,0,0,0,0,0,0,0
FBgn0034996,1,2,3,3,1,0,3
FBgn0034997,8738,6325,6259,9504,8022,9383,5767
FBgn0034998,4,8,1,8,4,2,3
FBgn0005636,906,833,644,542,421,518,315
FBgn0034999,24,18,11,29,14,17,4
FBgn0263546,1,0,0,0,0,0,0
FBgn0003888,9744,7839,7759,11437,11683,14935,7611
FBgn0266045,2,1,1,0,0,0,0
FBgn0005638,69,6,3,38,3,2,5
FBgn0265309,1,0,0,1,1,0,0
FBgn0004101,732,517,465,641,595,580,412
FBgn0266047,4,0,0,3,0,3,1
FBgn0266046,10,9,7,12,9,8,6
FBgn0053537,1,0,0,1,0,0,0
FBgn0035000,0,0,1,0,1,2,0
FBgn0000037,39,17,15,33,30,38,16
FBgn0266048,4,0,1,4,0,0,0
FBgn0035001,19103,12540,11472,12540,9530,10808,10109
FBgn0002787,2967,2194,2190,2889,2451,3116,1948
FBgn0010414,7,1,0,4,3,2,1
FBgn0266438,0,0,0,0,0,0,0
FBgn0266439,0,0,0,0,0,0,0
FBgn0259210,9,4,2,12,7,4,3
FBgn0259729,3,0,0,1,1,0,0
FBgn0035003,1,0,0,3,0,1,0
FBgn0035004,1,0,0,0,0,0,0
FBgn0035005,2,0,2,0,1,0,0
FBgn0035006,2,0,1,1,1,0,0
FBgn0035010,4,2,1,7,2,3,2
FBgn0035007,0,2,1,3,4,0,0
FBgn0035008,2,0,0,1,0,0,0
FBgn0035009,0,0,0,0,1,0,0
FBgn0035011,1,0,0,0,0,0,0
FBgn0035012,2,0,0,2,2,1,0
FBgn0029501,2,0,1,4,0,0,1
FBgn0061188,1,0,0,0,1,0,0
FBgn0015300,10,0,2,13,1,0,0
FBgn0017556,0,0,0,3,0,0,0
FBgn0035014,1,0,0,0,2,0,1
FBgn0019886,3734,2566,2572,3796,2922,3778,2449
FBgn0259185,3,2,2,4,2,8,3
FBgn0259186,4,0,0,3,0,0,0
FBgn0259187,2,0,0,1,1,0,1
FBgn0265154,0,0,0,1,0,0,0
FBgn0035016,3976,2173,1871,3173,1677,2017,1831
FBgn0050169,452,246,218,427,183,255,265
FBgn0035019,3,6,0,4,4,5,1
FBgn0035020,897,441,465,446,266,337,383
FBgn0035021,637,374,360,576,397,488,330
FBgn0035022,0,0,0,7,0,0,0
FBgn0035023,3376,1466,1199,2348,1027,1293,1609
FBgn0016687,4004,2260,2855,3585,3059,3653,2912
FBgn0035024,2281,1487,1493,1893,1473,1967,1302
FBgn0035025,905,529,566,879,561,657,498
FBgn0035026,1117,720,641,916,727,854,664
FBgn0035027,849,558,506,726,554,672,490
FBgn0035028,871,492,697,861,539,754,615
FBgn0053527,10,13,7,13,11,10,4
FBgn0069913,11,11,23,23,26,28,18
FBgn0020521,66,8,15,27,6,6,5
FBgn0035031,10,3,6,12,4,8,7
FBgn0035032,3150,1744,2291,2572,2292,2397,1828
FBgn0035033,1061,770,728,975,686,817,459
FBgn0035034,3,0,6,12,2,8,3
FBgn0035035,803,530,584,650,562,814,509
FBgn0035036,569,347,370,575,415,464,289
FBgn0259742,427,209,210,458,245,245,238
FBgn0259707,25,19,15,25,19,14,25
FBgn0035040,12,11,3,10,5,5,2
FBgn0035039,608,417,404,621,489,525,358
FBgn0035041,5,2,4,10,8,13,1
FBgn0086030,1,0,0,0,0,0,0
FBgn0264328,0,0,0,0,0,0,0
FBgn0015040,1,0,0,0,0,1,0
FBgn0035042,0,2,0,2,0,0,0
FBgn0035043,3,0,0,1,1,2,0
FBgn0035044,253,126,212,332,216,212,168
FBgn0050163,7,4,8,11,0,7,11
FBgn0050161,4,7,1,7,4,6,3
FBgn0035046,988,512,665,960,730,827,623
FBgn0085243,0,2,5,4,2,4,2
FBgn0260456,1606,818,793,1254,774,836,748
FBgn0261373,112,58,45,84,50,53,68
FBgn0035047,451,317,291,389,348,400,281
FBgn0035049,4231,3356,2677,4263,3388,4199,3715
FBgn0035050,2,1,2,7,5,2,0
FBgn0053988,35,21,16,35,19,33,14
FBgn0266086,1,0,3,2,0,0,0
FBgn0050421,3293,2164,2051,2974,2264,2928,1887
FBgn0035056,7,8,9,8,8,2,8
FBgn0035057,8,6,12,6,11,6,3
FBgn0040666,483,287,351,537,336,535,300
FBgn0035059,646,409,396,463,387,538,301
FBgn0027590,1102,691,681,661,516,662,720
FBgn0035060,4971,3439,3346,4083,3392,4099,3093
FBgn0086908,2228,1476,1634,1992,1702,2125,1473
FBgn0264876,0,0,0,0,0,0,0
FBgn0025578,3,7,5,3,2,6,7
FBgn0035063,482,339,279,381,295,419,258
FBgn0035064,546,359,394,497,399,492,337
FBgn0035065,585,340,483,451,428,434,400
FBgn0041205,3479,2172,2373,2995,2258,2753,1752
FBgn0015801,1858,1218,1207,1202,946,1153,1036
FBgn0262902,57,27,20,73,18,25,30
FBgn0028738,1,1,1,3,2,2,0
FBgn0023181,792,586,587,627,468,576,524
FBgn0035068,0,0,1,1,1,0,0
FBgn0035069,3,0,3,5,2,1,0
FBgn0262098,1,0,1,0,0,0,0
FBgn0000157,7,0,1,6,4,0,2
FBgn0035070,0,0,1,2,2,0,0
FBgn0266087,1,0,0,2,1,2,1
FBgn0265193,440,231,284,342,234,299,212
FBgn0035073,847,577,556,1015,742,862,545
FBgn0050423,2303,1262,1325,1831,1216,1711,1396
FBgn0265182,76,44,43,48,24,36,38
FBgn0263443,0,0,2,1,0,0,0
FBgn0085442,10252,6433,5948,7714,5682,6922,6281
FBgn0035076,43,19,40,79,65,90,17
FBgn0085434,1254,837,728,875,677,712,827
FBgn0035078,26,6,17,24,17,13,18
FBgn0035077,0,0,0,0,0,0,0
FBgn0066084,27356,14173,24530,52318,25197,25295,25696
FBgn0060296,141,81,101,245,153,165,103
FBgn0043792,6,9,3,9,9,10,4
FBgn0022343,2208,1419,1564,2064,1618,1875,1375
FBgn0035082,566,261,359,577,357,373,303
