Symbol	GSM6160812	GSM6160813	GSM6160814	GSM6160821	GSM6160822	GSM6160823
RDH5	129	132	150	101	111	109
CD63	11772	12105	12278	12186	12857	12044
CD63-AS1	285	250	257	191	235	210
GDF11	638	543	577	531	646	521
SARNP	1443	1491	1508	1377	1448	1445
ORMDL2	1642	1678	1733	1769	1712	1727
DNAJC14	1680	1727	1529	1728	1771	1798
TMEM198B	400	404	365	272	268	275
MMP19	55	62	46	32	46	42
PYM1	942	1021	1075	1052	1003	968
DGKA	732	745	735	756	748	805
PMEL	78	94	61	68	84	72
CDK2	2066	2098	2133	1983	1874	1849
RAB5B	2742	2691	2577	2758	2482	2546
SUOX	2528	2511	2543	2108	2026	2012
IKZF4	251	293	256	353	373	346
LOC105369781	4	5	3	9	5	2
LOC105369780	76	72	69	57	81	76
RPS26	11284	11777	12131	10660	10550	10297
ERBB3	1254	1152	1116	311	338	309
LOC105369782	160	162	160	34	46	53
PA2G4	13159	13506	13895	12906	13604	13157
RPL41	28891	29689	31682	28168	26344	27055
ZC3H10	294	328	296	350	339	378
ESYT1	5061	4853	4915	5208	5423	5068
LOC107987175	103	118	127	137	96	106
MYL6B	1345	1291	1517	1468	1167	1416
MYL6	13522	14291	14453	15818	15106	15046
SMARCC2	5398	5251	5011	4285	4470	4142
TRS-CGA4-1	0	0	0	0	0	0
LOC107984468	0	0	0	0	0	0
RNF41	1333	1313	1398	1534	1678	1604
NABP2	2940	2979	3010	2814	2649	2773
SLC39A5	18	21	20	24	17	14
ANKRD52	7058	6888	6420	7282	7336	7069
COQ10A	538	600	583	494	534	486
CS	12338	12405	12461	12102	12435	11938
CNPY2	2457	2631	2797	2327	2438	2372
CNPY2-AS1	100	97	90	62	69	63
PAN2	1366	1389	1390	806	919	1004
IL23A	10	20	24	12	25	8
STAT2	1178	1257	1186	703	754	760
APOF	6	4	2	0	6	2
TIMELESS	5500	5586	5399	4071	4534	4622
MIP	0	2	14	14	10	10
SPRYD4	707	600	667	728	652	598
GLS2	29	24	31	28	31	27
SNORA105C	4	4	1	2	4	3
RBMS2	2265	2317	2144	2311	2560	2504
BAZ2A	4559	4194	3804	4403	4402	4290
ATP5F1B	39481	40360	41371	40722	42572	42019
SNORD59B	9	9	9	2	3	6
SNORD59A	3	10	6	3	9	3
PTGES3	22975	22158	22042	19342	20586	20898
NACA	16270	15977	16632	13804	14490	16357
PRIM1	1510	1488	1530	1040	1060	1173
HSD17B6	61	53	60	68	60	78
SDR9C7	0	4	0	2	0	7
RDH16	6	6	11	14	25	19
GPR182	0	0	2	0	2	0
ZBTB39	556	538	526	709	708	722
TAC3	53	31	72	105	82	91
MYO1A	194	215	214	44	49	39
NEMP1	2147	2056	2032	2002	2117	2253
NAB2	503	425	404	689	590	533
STAT6	5371	5523	5362	4125	4014	3927
LRP1	2657	2137	1996	2307	2473	2305
LRP1-AS	11	8	12	15	6	10
MIR1228	0	0	0	0	0	0
NXPH4	153	199	145	1142	1195	1066
SHMT2	4440	4364	4458	4101	4259	4036
NDUFA4L2	17	43	29	18	23	9
STAC3	44	39	62	28	26	39
R3HDM2	2380	2311	2213	1813	1789	1695
INHBC	7	7	7	6	10	5
INHBE	39	17	28	29	15	39
GLI1	331	366	307	186	179	211
ARHGAP9	2	2	5	1	17	10
MARS1	5748	5830	5865	5050	5136	4920
MIR6758	1	0	8	7	4	6
DDIT3	440	463	392	368	402	409
MIR616	5	9	8	3	2	1
MBD6	1296	1438	1443	1514	1557	1400
DCTN2	4656	4678	5047	4388	4618	4620
KIF5A	45	53	28	108	112	124
PIP4K2C	2571	2551	2595	2852	2840	2903
DTX3	664	666	756	554	590	596
ARHGEF25	430	420	458	448	406	400
LOC101927583	3	0	8	8	2	6
SLC26A10P	532	522	503	437	519	499
B4GALNT1	3377	3281	3135	2829	3006	2875
OS9	7874	7913	7681	7248	7474	6794
AGAP2	527	540	594	632	597	516
AGAP2-AS1	535	547	613	661	621	533
TSPAN31	2629	2502	2768	2354	2430	2420
CDK4	4756	4813	5008	4548	4721	4372
MIR6759	7	6	5	3	7	6
MARCHF9	655	731	733	427	436	392
CYP27B1	62	94	80	39	56	61
METTL1	908	976	924	899	969	967
EEF1AKMT3	409	389	386	371	398	441
TSFM	1759	1805	1836	1803	1807	1852
AVIL	90	76	73	55	50	44
CTDSP2	4308	4227	4270	6073	5991	5984
MIR26A2	0	0	1	0	0	0
LOC105369783	4	2	1	2	0	0
LOC283387	2	6	1	3	1	5
LOC101927608	1	0	1	2	4	1
GIHCG	343	329	367	306	290	307
ATP23	261	289	259	195	212	296
LOC105369784	0	0	0	0	0	0
LINC02403	0	0	0	0	0	0
LOC105369786	0	0	0	0	0	0
LOC105369787	15	11	17	6	12	12
LOC105369788	0	0	0	0	0	0
LOC105369789	0	0	0	0	0	0
LINC02388	0	0	0	0	0	0
LOC100506869	0	0	0	0	0	0
LRIG3	276	371	389	380	433	444
LRIG3-DT	1	1	2	0	1	4
LINC02448	0	0	0	0	0	0
SLC16A7	276	239	201	340	376	366
LOC105369793	0	0	0	0	0	0
TAFA2	3	10	2	17	6	8
USP15	1926	1850	1880	1660	1792	1850
MIR6125	15	12	14	13	17	16
MON2	2572	2413	2171	2020	2197	2144
LINC01465	38	30	40	91	72	40
MIRLET7I	5	2	6	17	9	11
PPM1H	1122	1142	1076	811	736	787
LOC105369795	0	0	0	1	0	0
AVPR1A	27	14	4	14	18	4
LOC105369797	0	0	0	0	0	0
DPY19L2	369	340	291	136	211	193
RXYLT1	1582	1705	1654	1434	1607	1584
RXYLT1-AS1	119	142	115	113	99	127
MIR10527	298	304	333	236	295	299
SRGAP1	1893	1739	1819	1965	2011	1918
LOC105369801	4	9	9	0	5	8
LOC105369798	0	0	1	0	0	0
KICS2	739	759	753	791	857	782
C12orf56	4	0	0	4	4	0
XPOT	7091	7061	6698	6091	6833	6906
TBK1	2350	2513	2402	2431	2785	2863
LOC105369803	0	0	0	1	0	0
LOC107984521	0	0	0	0	0	0
RASSF3-DT	2	4	2	4	4	4
RASSF3	1933	1819	1825	2702	2404	2542
MIR548Z	0	0	0	0	0	0
MIR548C	0	0	0	0	0	0
GNS	10268	10022	9175	8966	9787	10055
TBC1D30	279	294	300	157	182	210
LINC02389	0	0	0	0	0	0
LINC02231	0	0	0	0	0	0
LOC107984522	0	0	0	0	0	0
WIF1	0	0	0	2	2	4
LEMD3	1291	1304	1217	1689	1742	1742
MSRB3	2286	2202	2168	2124	2251	2166
MSRB3-AS1	7	4	7	7	4	9
LOC105369809	3	2	1	1	0	0
LOC105369187	0	0	0	0	0	0
LOC105369808	0	0	0	0	0	0
LINC02454	4	0	8	6	2	3
LOC105369806	0	0	0	0	0	0
RPSAP52	2	0	2	4	1	2
HMGA2	2212	2152	2132	2791	2858	2963
HMGA2-AS1	2	2	4	7	9	7
MIR6074	0	0	0	0	0	0
LINC02425	0	0	0	0	0	0
LLPH	2361	2106	2278	2095	2085	2145
LLPH-DT	21	14	17	16	16	11
TMBIM4	1715	1780	1710	1522	1741	1669
IRAK3	8	2	10	0	0	12
MIR6502	0	0	0	0	0	0
HELB	127	103	93	135	161	139
GRIP1	191	123	142	179	149	150
LOC105369811	4	2	2	3	1	7
LOC102724421	0	0	0	0	0	0
CAND1	8574	8194	7869	7553	8300	8424
LOC105369813	0	2	0	0	0	0
LOC105369812	2	1	0	0	2	1
LINC02420	0	0	0	0	0	0
LINC02408	0	0	2	0	0	0
LINC02442	0	0	0	0	0	0
DYRK2	1499	1379	1367	1738	1724	1761
LOC105369816	20	15	29	22	16	21
LINC02421	5	3	4	0	4	0
LOC107984531	0	2	0	0	4	2
LOC107984526	0	0	0	0	0	0
LINC01479	0	0	0	0	0	0
IFNG-AS1	0	0	0	0	0	0
IFNG	0	0	0	0	0	0
LOC105369818	0	0	0	0	0	0
IL26	0	0	0	0	0	0
IL22	0	0	0	0	0	0
MDM1	665	646	688	564	652	601
LOC105369819	2	6	0	2	2	8
LINC02384	0	2	0	0	0	0
RAP1B	5968	5854	6041	5854	6185	6530
SNORA70G	0	0	0	0	0	1
LOC100507250	11	26	22	10	13	16
NUP107	3641	3628	3558	3147	3409	3420
SLC35E3	1209	1009	1108	1062	1096	1121
LOC105369820	5	10	1	2	8	2
SZRD1P1	0	0	0	0	0	0
MDM2	4330	4247	4043	3821	3973	3926
CPM	363	331	360	453	367	396
LOC107984471	0	0	0	0	0	0
CPSF6	3798	3794	3667	4116	4437	4193
MIR1279	20	17	14	13	20	11
LYZ	4	4	6	7	12	12
YEATS4	1583	1423	1585	1664	1720	1697
LINC02373	3	1	3	1	4	3
FRS2	1044	1000	819	1279	1206	1252
SNORA113	0	0	0	0	0	0
MIR3913-1	0	0	0	1	0	0
MIR3913-2	0	0	0	1	0	0
CCT2	12188	12258	12606	12550	13050	13722
LRRC10	0	0	0	0	0	0
LOC105369823	2	4	1	3	2	9
BEST3	16	32	8	46	67	46
LOC101928002	0	0	3	0	2	0
RAB3IP	1522	1386	1392	1498	1519	1671
MYRFL	12	10	8	6	7	10
LINC02821	0	0	0	1	1	1
PRANCR	77	112	76	72	70	75
CNOT2	2451	2343	2390	2463	2521	2529
KCNMB4	47	46	64	98	108	121
LOC105369827	0	0	0	1	0	0
PTPRB	94	81	67	352	329	357
LOC105369828	8	5	8	33	42	33
PTPRR	28	12	14	47	52	27
TSPAN8	252	234	235	156	192	207
LOC105369831	0	0	0	0	0	0
LOC105369832	0	0	0	0	0	0
LGR5	6	0	2	15	12	13
LOC105369833	0	0	0	0	0	0
ZFC3H1	2184	2035	1879	2251	2324	2417
LOC107984529	7	3	8	5	6	7
THAP2	168	186	176	114	131	100
TMEM19	2363	2462	2421	1957	2198	2186
LOC107984530	0	0	0	0	0	0
RAB21	3118	3084	3062	2897	3053	2931
TBC1D15	2004	1947	1822	1886	1988	2065
MRS2P2	0	2	0	2	0	4
TPH2	0	0	0	0	0	0
TRHDE	0	0	0	15	24	32
TRHDE-AS1	0	0	0	7	11	5
LOC105369838	0	0	0	0	0	0
LINC02444	0	0	0	0	0	0
LOC105369839	0	0	0	0	0	0
LINC02445	0	0	0	0	0	0
LINC02394	0	0	0	0	0	0
LINC02882	11	9	4	4	4	2
LOC107987178	18	20	18	8	11	3
ATXN7L3B	3234	3214	3082	3466	3386	3155
LOC101929967	0	0	0	0	0	0
LOC105369842	2	2	1	0	0	0
LOC105369843	0	0	0	0	0	0
KCNC2	0	0	2	0	0	0
LOC100130268	0	0	0	0	0	0
CAPS2-AS1	2	0	0	0	0	1
CAPS2	254	215	202	228	227	267
GLIPR1L1	36	29	49	20	27	29
GLIPR1L2	37	20	24	26	26	40
GLIPR1	1634	1469	1530	3026	3162	3062
KRR1	2971	2736	2718	3084	3194	3347
LOC105369844	5	0	8	4	4	2
LOC107984533	0	0	0	0	0	0
LOC105369846	0	0	0	0	0	0
LOC105369847	0	0	0	1	0	1
PHLDA1	2925	2748	2830	6261	5942	5950
NAP1L1	28897	28438	28076	26555	28277	28259
LNCOG	0	0	2	0	3	3
BBS10	623	556	603	702	647	730
OSBPL8	3314	2771	2533	3006	3380	3520
LOC105369850	7	5	9	5	8	6
LOC105369851	0	0	0	0	0	0
ZDHHC17	1069	1141	968	1080	1076	1195
CSRP2	219	197	207	172	197	225
E2F7	812	751	669	1212	1274	1249
LOC105369853	0	0	0	0	0	0
LINC02464	0	0	0	0	0	0
LOC105369855	0	0	0	0	0	0
LOC105369856	0	0	0	0	0	0
NAV3	920	1015	837	1957	2031	2115
LINC02424	0	0	0	0	0	0
LOC105369859	0	0	0	0	0	0
SYT1	1266	1263	1155	891	782	912
LOC105369863	1	0	0	0	0	4
MIR1252	0	0	0	0	0	0
PAWR	4669	4232	4184	5998	6348	6436
PPP1R12A-AS2	0	2	1	3	4	2
PPP1R12A	2712	2666	2530	2878	3079	3218
PPP1R12A-AS1	47	43	38	58	50	40
OTOGL	1	0	0	4	0	2
PTPRQ	6	0	13	0	8	6
LOC105369867	0	0	1	0	0	0
MYF6	0	0	0	0	0	0
MYF5	0	0	0	0	0	0
LINC01490	0	0	0	0	0	0
LIN7A	112	84	90	121	111	121
MIR617	0	0	0	0	0	0
LOC105369869	0	2	0	1	1	1
MIR618	0	0	0	0	0	0
ACSS3	10	12	12	12	19	5
LOC107984535	0	0	0	0	0	0
MIR4699	0	0	0	0	0	0
PPFIA2	0	0	0	2	1	0
PPFIA2-AS1	0	0	0	0	0	0
LOC105369872	0	0	0	0	0	0
LINC02426	0	0	0	0	0	0
LOC105369873	0	0	0	0	0	1
CCDC59	1012	1030	1093	979	961	1024
METTL25	167	174	177	163	177	176
LOC107987180	2	0	0	0	0	0
LOC107984487	0	0	0	0	0	0
TMTC2	649	620	567	199	188	204
LOC105369874	0	0	0	0	0	0
LOC107984536	0	0	0	0	0	0
LOC105369875	0	2	0	0	0	0
SLC6A15	404	321	355	589	613	676
LOC102724680	0	0	0	2	0	0
TSPAN19	0	2	0	0	0	0
LRRIQ1	58	84	73	75	52	63
ALX1	202	214	234	209	226	254
LINC02820	3	1	2	0	1	2
LOC107984537	24	12	33	8	7	8
RASSF9	934	750	898	633	716	561
NTS	8849	8576	8841	1405	1619	1653
MGAT4C	4	2	0	2	2	0
LOC105369877	0	0	0	0	0	0
MIR3059	0	0	0	0	0	0
LOC105369878	0	0	0	0	0	0
LOC105369879	0	0	0	0	0	0
LOC107984478	0	0	0	0	0	0
LOC105369880	0	0	0	0	0	0
LOC105369881	0	3	3	2	4	0
LINC02258	0	4	0	0	0	2
MKRN9P	11	13	15	6	10	2
C12orf50	0	0	2	0	2	1
LOC107984542	1	0	4	5	2	3
C12orf29	1366	1293	1201	1135	1224	1227
CEP290	1753	1722	1623	1239	1506	1469
TMTC3	2898	2579	2451	2563	2532	2585
KITLG	2790	2465	2510	1110	1153	1128
LOC105369885	23	16	12	0	14	8
LOC105369886	0	0	0	0	0	0
LOC105369887	0	2	0	0	0	0
LINC02458	0	0	0	0	0	0
LOC105378255	0	0	0	0	0	0
DUSP6	851	945	1032	1034	1083	1091
POC1B	1642	1595	1472	1499	1675	1547
POC1B-GALNT4	1160	1127	1087	1041	959	891
GALNT4	1147	1116	1091	1057	949	889
POC1B-AS1	46	74	46	29	44	53
ATP2B1	10913	10142	9681	6565	7170	7357
ATP2B1-AS1	150	119	139	81	64	79
LOC107984543	2	7	1	0	0	2
LOC105369890	6	7	9	4	9	5
LINC02399	0	2	0	0	0	0
LOC105369892	0	0	0	0	0	0
LINC02392	0	0	0	0	0	0
LINC02822	0	0	0	0	0	0
LOC105369895	0	0	0	0	0	0
LINC00615	0	1	0	0	0	0
CCER1	0	0	0	0	0	0
EPYC	0	0	0	0	0	0
KERA	0	0	0	0	0	0
LUM	12	10	8	59	63	74
DCN	2	0	0	1	0	5
LOC105369898	0	0	0	0	0	0
LOC107984544	0	0	0	0	0	0
LINC02823	0	0	0	0	0	0
LOC105369896	0	0	0	0	0	0
LINC02404	0	0	0	0	0	0
LOC105369901	0	0	2	2	0	0
LINC01619	28	34	38	13	14	15
BTG1	5303	5323	5219	4866	5079	4758
BTG1-DT	6	10	6	19	11	8
LOC107984023	4	4	6	9	7	7
LINC02391	0	0	0	0	0	0
LOC105369903	0	0	0	0	0	0
LOC105369902	0	0	0	0	0	0
LOC107984467	0	0	0	0	0	0
CLLU1-AS1	2	0	0	0	0	2
CLLU1	2	0	0	0	0	0
LINC02397	0	0	0	0	0	0
LOC105369904	0	0	0	0	0	0
LOC105369905	2	0	0	0	0	2
C12orf74	6	4	2	1	0	0
PLEKHG7	0	1	0	3	4	0
EEA1	1735	1526	1396	1602	1836	1884
LINC02413	0	0	0	0	0	0
LOC643339	2	1	1	5	1	3
LOC105369907	0	0	0	0	0	0
LOC105369908	0	0	0	0	0	0
LINC02412	0	1	0	0	0	0
LOC105369909	0	0	0	3	0	1
NUDT4	1952	2007	1937	1782	1949	1997
UBE2N	4138	3908	4252	4085	4235	4452
LOC112267866	10	22	7	9	3	13
MRPL42	2654	2547	2619	2110	2239	2396
SOCS2-AS1	32	30	37	32	52	54
SOCS2	395	409	344	723	755	767
CRADD	451	404	469	442	446	400
CRADD-AS1	1	2	0	0	0	0
LOC105369911	3	6	0	6	1	7
LOC105369912	0	0	0	0	0	0
LOC105369913	0	0	0	0	0	0
PLXNC1	187	170	148	92	82	58
CEP83	609	503	626	435	502	460
CEP83-DT	15	10	8	11	15	20
LOC102724960	0	0	0	0	0	0
MIR5700	0	0	0	0	0	0
TMCC3	10	16	7	36	26	17
MIR7844	0	0	0	1	1	1
LOC105369914	0	0	0	0	2	0
MIR492	0	0	0	0	0	0
KRT19P2	0	0	0	0	0	0
LOC105369915	4	1	8	4	7	1
NDUFA12	1590	1673	1708	1541	1436	1501
NR2C1	1155	1177	1145	1222	1229	1312
FGD6	3419	2886	2641	4268	4466	4652
LOC112268099	20	10	27	6	4	5
VEZT	5250	4904	4743	5470	5901	6131
MIR331	1	3	0	1	3	2
MIR3685	11	15	18	18	23	17
LOC105369917	0	0	0	0	0	0
LOC107984545	0	0	0	0	0	0
METAP2	6441	6373	6772	6069	5990	6371
USP44	16	14	16	10	14	2
PGAM1P5	1	12	5	6	2	2
NTN4	2607	2586	2565	1658	1878	1875
LOC105369919	7	9	16	8	6	4
SNRPF-DT	109	86	49	51	43	41
LINC02410	8	2	2	2	0	1
SNRPF	2438	2465	2515	2093	2091	2176
CCDC38	9	5	5	4	5	0
AMDHD1	221	225	271	150	160	166
HAL	14	12	6	0	3	6
LOC102723340	527	521	533	373	435	451
LTA4H	5858	5868	6132	4697	5026	4953
TRD-GTC2-8	0	0	0	0	0	0
LOC105369923	0	0	0	0	0	4
LINC02452	0	0	0	0	0	0
LOC105369925	0	0	0	0	2	6
ELK3	2883	2699	2629	7219	7574	7771
LOC107984546	15	20	9	7	12	12
CDK17	1384	1301	1156	2077	2187	2235
CFAP54	107	87	73	57	82	51
NEDD1	1953	1846	1823	1970	1946	2018
LOC107984547	0	0	0	0	0	0
LOC105369928	0	0	0	0	0	0
LOC105369927	0	0	0	0	0	0
LOC101928912	0	0	0	0	0	0
LOC105369930	0	0	0	0	0	0
LINC02409	0	0	0	0	0	0
RMST	0	0	0	1	0	0
MIR1251	0	0	0	0	0	0
MIR135A2	0	0	0	0	0	0
PAFAH1B2P2	0	0	0	0	0	0
MIR4495	0	0	0	0	0	0
MIR4303	0	0	0	0	0	0
LOC105369932	0	0	0	0	0	0
LOC105369933	0	0	0	0	0	0
SLC9A7P1	0	0	0	2	3	3
LINC02453	10	18	16	12	9	14
TRD-GTC1-1	0	0	0	1	0	0
TRW-CCA4-1	3	0	0	0	2	4
TMPO-AS1	1066	992	1019	1085	1022	1041
TMPO	12882	12390	11981	12224	13092	13566
SLC25A3	18394	19134	18808	18168	18701	19088
SNORA53	8	13	10	9	15	10
IKBIP	2863	2706	2828	2881	2978	3071
APAF1	786	725	680	1370	1344	1447
ANKS1B	306	310	335	525	512	522
LOC101928937	0	0	0	0	0	0
GARIN6	0	0	0	0	0	0
BLTP3B	1946	1812	1763	1751	1933	1890
GOLGA2P5	139	138	96	46	72	43
MIR1827	0	0	0	0	0	0
ACTR6	1206	1141	1087	1012	1104	1220
DEPDC4	114	97	117	80	65	83
SCYL2	3683	3369	3284	3624	3892	4137
SLC17A8	3	0	0	2	8	2
NR1H4	202	156	196	90	85	105
GAS2L3	1065	1036	908	802	849	940
ANO4	8	2	0	2	7	4
SLC5A8	0	0	0	0	0	0
UTP20	2924	2625	2339	2586	2882	3095
ARL1	3127	3094	2893	2850	2916	3072
SPIC	0	0	0	0	0	0
LOC105369935	0	0	0	0	0	0
MYBPC1	0	0	1	0	2	0
LOC105369938	0	0	0	0	0	0
LOC105369937	0	0	0	0	0	0
CHPT1	2118	2079	2095	1803	2066	2040
SYCP3	79	71	67	61	67	77
GNPTAB	2297	2078	1908	2175	2132	2246
DRAM1	1643	1565	1601	1969	1975	2137
LOC107984548	2	0	0	0	0	0
WASHC3	1151	1246	1211	993	1142	1163
NUP37	1884	1751	1807	1672	1636	1841
PARPBP	1507	1485	1475	1149	1124	1316
PMCH	405	377	428	311	321	376
LINC02456	2	1	0	0	2	4
IGF1	2	0	2	0	0	0
LOC105369944	0	0	1	0	0	0
LINC00485	0	0	0	0	0	2
PAH	3	1	11	0	0	0
LOC112267865	0	0	0	0	0	0
ASCL1	7	9	15	6	4	4
C12orf42	0	0	0	0	0	0
C12orf42-AS1	0	0	0	0	0	0
LOC105369945	0	0	0	0	0	0
LINC02401	0	0	0	0	0	0
STAB2	12	9	2	4	5	11
LOC105369946	3	2	3	2	4	0
NT5DC3	626	609	683	550	583	617
LOC107984433	30	14	28	24	20	24
TTC41P	41	42	24	32	40	34
LOC107984130	1	0	2	3	2	4
HSP90B1	32364	32349	30941	28581	31109	31192
MIR3652	522	507	396	591	463	502
UQCC6	448	484	484	518	568	483
TDG	1792	1668	1780	2215	2260	2344
GLT8D2	20	20	12	30	10	24
HCFC2	508	366	488	465	566	577
NFYB	1498	1592	1376	1432	1512	1565
LOC105369947	0	2	2	0	2	0
LINC02385	0	4	2	3	0	2
TXNRD1	64823	62650	60188	57205	59633	59950
EID3	294	341	331	132	95	84
LOC105369949	9	2	2	6	3	10
CHST11	1269	1313	1322	4254	4340	4095
MIR3922	0	0	0	0	0	0
LOC112268100	0	0	0	0	0	0
SLC41A2	1876	1912	1752	2107	2189	2357
LOC105369950	1	0	0	0	0	0
LOC105369952	47	39	52	57	49	59
NOPCHAP1	664	694	732	693	619	657
ALDH1L2	508	462	403	546	494	549
LOC414300	6	1	0	2	0	2
WASHC4	5260	4752	4493	4798	5345	5591
APPL2	2380	2344	2273	2368	2330	2312
LOC105369953	3	3	6	4	5	3
C12orf75-AS1	8	1	0	7	10	6
C12orf75	5198	5357	5509	5978	5481	5678
LOC105369957	77	66	74	61	61	78
LOC105369956	2	0	0	2	0	0
LOC105369955	0	3	5	0	6	9
LOC105369958	2	4	0	0	2	0
CASC18	0	0	0	1	0	0
LOC105369959	0	0	0	0	0	0
LOC107984435	0	0	0	2	0	2
LOC105369960	0	0	0	0	0	0
NUAK1	1570	1371	1412	4711	4615	4944
CKAP4	5883	5872	6057	5699	6084	6069
TCP11L2	338	301	308	441	420	447
POLR3B	527	552	535	507	506	574
LOC100287944	29	23	19	22	10	8
RFX4	5	5	2	6	2	5
LOC100505978	6	2	1	1	0	1
RIC8B	1227	1271	1122	983	949	1094
LOC105369961	8	9	0	4	1	2
TMEM263	1679	1696	1679	1742	1843	2022
MTERF2	896	945	858	777	816	829
CRY1	885	849	828	1612	1837	1620
ABTB3	3481	3390	3248	5005	5355	5154
PWP1	3856	3706	3853	3638	3729	4103
PRDM4	1709	1629	1687	1771	1875	2013
PRDM4-AS1	109	92	92	93	117	93
ASCL4	0	0	0	0	0	0
LOC105369963	0	0	0	0	0	0
LOC728739	4	2	6	0	0	0
LOC105369964	0	0	0	0	0	0
WSCD2	0	0	0	0	0	0
LOC105369965	0	0	0	0	0	0
CMKLR1	0	0	0	0	0	0
LINC01498	0	0	0	0	0	0
FICD	293	340	338	397	460	455
SART3	2775	2757	2833	2277	2419	2426
ISCU	2739	2915	2961	2335	2531	2389
TMEM119	0	0	0	0	0	2
SELPLG	21	24	19	52	27	36
LOC105369968	57	78	71	70	56	57
MIR4496	2	0	0	0	0	0
CORO1C	9875	9555	9663	10806	10949	11571
LOC105369969	4	2	3	2	0	1
SSH1	3265	2890	2683	3696	3818	3702
LOC101929204	27	10	12	13	12	14
MIR619	0	0	0	0	0	0
DAO	0	0	0	1	2	4
SVOP	0	2	0	0	0	0
LOC105378256	0	0	0	0	0	0
USP30	552	611	561	533	609	634
USP30-AS1	15	10	16	15	9	23
ALKBH2	712	785	721	559	561	507
UNG	3905	3842	3909	3144	3307	3340
ACACB	1135	1045	1040	1162	1133	1025
LOC105369974	18	16	21	7	10	7
FOXN4	6	16	8	2	0	4
LINC01486	0	0	0	0	0	0
MYO1H	14	26	23	16	21	13
KCTD10	2525	2392	2353	2963	2923	2991
UBE3B	2770	2696	2583	2209	2334	2292
MMAB	1906	1957	1984	1678	1568	1669
MVK	1853	2013	1991	1499	1440	1449
FAM222A	265	216	273	256	264	241
FAM222A-AS1	7	10	3	5	2	6
TRPV4	2	0	6	22	18	17
MIR4497	0	0	0	1	0	0
LOC105369975	4	2	6	4	0	0
GLTP	1709	1581	1675	1752	1741	1574
TCHP	1375	1272	1297	1070	1144	1066
GIT2	2641	2661	2586	2506	2633	2706
ANKRD13A	1201	1135	1126	1042	1176	953
C12orf76	251	218	267	200	243	201
LOC105369976	0	0	0	0	0	0
IFT81	1944	1887	1756	1874	2012	2108
ATP2A2	26153	25790	24624	30803	32482	32084
ANAPC7	3274	3367	3292	2517	2526	2646
ARPC3	8657	8295	8867	8296	8228	8375
GPN3	1202	1143	1108	1012	1202	957
FAM216A	701	746	855	654	792	677
VPS29	3287	3229	3246	2834	2899	3110
RAD9B	393	348	352	385	380	456
PPTC7	1455	1404	1358	1629	1575	1710
TCTN1	1788	1718	1739	1611	1720	1684
HVCN1	51	48	48	33	46	29
PPP1CC	8426	8233	8507	7182	7787	7324
CCDC63	0	0	0	0	0	2
MYL2	0	0	0	0	1	2
LINC01405	2	0	0	0	4	0
LINC01404	1	4	5	0	0	2
LOC105369981	0	0	0	0	0	0
CUX2	0	0	2	10	9	8
LOC105369983	0	0	0	0	0	0
MIR6760	0	0	0	0	0	0
PHETA1	353	344	338	768	713	640
LINC02356	0	0	0	0	0	0
SH2B3	577	601	562	2471	2581	2392
ATXN2	2016	2085	2161	1946	2179	1935
ATXN2-AS	5	2	7	4	13	8
BRAP	1395	1341	1473	1428	1534	1598
ACAD10	1052	966	953	864	888	914
ALDH2	6530	6275	6545	6206	6213	5987
MIR6761	0	1	0	3	1	2
MAPKAPK5-AS1	927	936	936	682	708	738
MAPKAPK5	1701	1666	1582	1416	1506	1533
TMEM116	300	335	350	229	215	256
ERP29	4083	4389	4319	3642	3484	3704
NAA25	2521	2482	2578	2352	2504	2516
MIR3657	1	0	2	0	0	0
TRAFD1	1094	1184	1075	989	1064	1013
HECTD4	2310	1990	1872	1630	1852	1813
MIR6861	24	16	13	19	13	10
RPL6	28736	29317	30493	26289	26228	25366
PTPN11	10580	9489	9322	10600	10867	11483
RPH3A	62	128	78	47	72	60
MIR1302-1	0	0	0	0	0	0
OAS1	2242	2287	2282	2391	2335	2016
OAS3	5288	5054	4976	4684	4849	4497
OAS2	535	456	439	359	341	350
DTX1	12	13	6	16	21	39
RASAL1	58	48	31	63	100	77
CFAP73	598	618	585	569	548	525
DDX54	4705	4808	4769	4880	4991	4466
MIR7106	2	3	3	3	1	1
RITA1	1612	1612	1588	1364	1390	1233
IQCD	91	106	94	68	99	77
TPCN1	4285	4413	4284	3528	3770	3627
MIR6762	1	0	1	1	2	0
LOC107984436	4	3	1	0	0	0
SLC8B1	510	530	529	609	612	597
LOC105369989	0	0	1	0	0	0
PLBD2	3538	3502	3414	3094	3081	3096
SDS	3	2	1	1	0	1
SDSL	663	718	678	736	725	616
LHX5	0	0	0	2	0	0
LHX5-AS1	0	0	0	0	0	0
LOC105369990	0	0	0	2	0	0
LOC105369991	0	0	0	0	0	0
LINC01234	1347	1274	1333	998	996	1067
RBM19	1368	1463	1398	1272	1300	1175
LOC105369993	0	0	0	0	0	0
LOC105369994	0	0	0	0	0	0
LOC105369995	0	0	0	0	0	0
LINC02459	0	0	0	0	0	0
TBX5	0	0	0	0	0	0
TBX5-AS1	0	0	0	0	0	0
LOC105369998	0	0	0	0	0	0
TBX3	564	575	562	911	871	969
TBX3-AS1	2	0	0	2	2	0
LOC105369999	0	0	0	0	0	0
LOC107984437	2	0	4	0	0	0
LOC102723639	0	0	0	0	0	0
